CompanyCode|ProductVariant|ProductVariantType|ProductVariantStatus|MessageNumber|GlobalMessage|User|UpdateDate
D|T3A|P|R|15|Payment: CC                                       |SIMPSOH   |1160405
D|T3A|M| |15|Payment: CC                                       |SIMPSOH   |1160405
D|T3A|P|N|16|Wait Period: Na                                   |SIMPSOH   |1160405
D|T3A|P|R|16|Wait Period: Na                                   |SIMPSOH   |1160405
D|T3A|M| |16|Wait Period: Na                                   |SIMPSOH   |1160405
D|T3A|P|N|17|Specific rules: Na                                |SIMPSOH   |1160405
D|T3A|P|R|17|Specific rules: Na                                |SIMPSOH   |1160405
D|T3A|M| |17|Specific rules: Na                                |SIMPSOH   |1160405
D|T3A|P|N|18|Special Features: Na                              |SIMPSOH   |1160405
D|T3A|P|R|18|Special Features: Na                              |SIMPSOH   |1160405
D|T3A|M| |18|Special Features: Na                              |SIMPSOH   |1160405
D|T3B|P|N|1|Client/Scheme Type: H.Samuel ROI- Platinum        |SIMPSOH   |1160405
D|T3B|P|R|1|Client/Scheme Type: H.Samuel ROI- Platinum        |SIMPSOH   |1160405
D|T3B|M| |1|Client/Scheme Type: H.Samuel ROI- Platinum        |SIMPSOH   |1160405
D|T3B|P|N|2|care 3 Year                                       |SIMPSOH   |1160405
D|T3B|P|R|2|care 3 Year                                       |SIMPSOH   |1160405
D|T3B|M| |2|care 3 Year                                       |SIMPSOH   |1160405
D|T3B|P|N|3|Plan Type: POS                                    |SIMPSOH   |1160405
D|T3B|P|R|3|Plan Type: POS                                    |SIMPSOH   |1160405
D|T3B|M| |3|Plan Type: POS                                    |SIMPSOH   |1160405
D|T3B|P|N|4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160405
D|T3B|P|R|4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160405
D|T3B|M| |4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160405
D|T3B|P|N|5|Damage, watch breakdown                           |SIMPSOH   |1160405
D|T3B|P|R|5|Damage, watch breakdown                           |SIMPSOH   |1160405
D|T3B|M| |5|Damage, watch breakdown                           |SIMPSOH   |1160405
D|T3B|P|N|6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160405
D|T3B|P|R|6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160405
D|T3B|M| |6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160405
D|T3B|P|N|7|to police), loss (where security was not          |SIMPSOH   |1160405
D|T3B|P|R|7|to police), loss (where security was not          |SIMPSOH   |1160405
D|T3B|M| |7|to police), loss (where security was not          |SIMPSOH   |1160405
D|T3B|P|N|8|sufficient)                                       |SIMPSOH   |1160405
D|T3B|P|R|8|sufficient)                                       |SIMPSOH   |1160405
D|T3B|M| |8|sufficient)                                       |SIMPSOH   |1160405
D|T3B|P|N|9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160405
D|T3B|P|R|9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160405
D|T3B|M| |9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160405
D|T3B|P|N|10|Replacement: Up to value of item                  |SIMPSOH   |1160405
D|T3B|P|R|10|Replacement: Up to value of item                  |SIMPSOH   |1160405
D|T3B|M| |10|Replacement: Up to value of item                  |SIMPSOH   |1160405
D|T3B|P|N|11|Cancellation Terms: Cancel in store up to 30 Days |SIMPSOH   |1160405
D|T3B|P|R|11|Cancellation Terms: Cancel in store up to 30 Days |SIMPSOH   |1160405
D|T3B|M| |11|Cancellation Terms: Cancel in store up to 30 Days |SIMPSOH   |1160405
D|T3B|P|N|12|(Full refund), 30 days+ written request to        |SIMPSOH   |1160405
D|T3B|P|R|12|(Full refund), 30 days+ written request to        |SIMPSOH   |1160405
D|T3B|M| |12|(Full refund), 30 days+ written request to        |SIMPSOH   |1160405
D|T3B|P|N|13|Bedworth. Inc receipt and leaflet (partial refund |SIMPSOH   |1160405
D|T3B|P|R|13|Bedworth. Inc receipt and leaflet (partial refund |SIMPSOH   |1160405
D|T3B|M| |13|Bedworth. Inc receipt and leaflet (partial refund |SIMPSOH   |1160405
D|T3B|P|N|14|for remaining full months of the plan)            |SIMPSOH   |1160405
D|T3B|P|R|14|for remaining full months of the plan)            |SIMPSOH   |1160405
D|T3B|M| |14|for remaining full months of the plan)            |SIMPSOH   |1160405
D|T3B|P|N|15|Payment: CC                                       |SIMPSOH   |1160405
D|T3B|P|R|15|Payment: CC                                       |SIMPSOH   |1160405
D|T3B|M| |15|Payment: CC                                       |SIMPSOH   |1160405
D|T3B|P|N|16|Wait Period: Na                                   |SIMPSOH   |1160405
D|T3B|P|R|16|Wait Period: Na                                   |SIMPSOH   |1160405
D|T3B|M| |16|Wait Period: Na                                   |SIMPSOH   |1160405
D|T3B|P|N|17|Specific rules: Na                                |SIMPSOH   |1160405
D|T3B|P|R|17|Specific rules: Na                                |SIMPSOH   |1160405
D|T3B|M| |17|Specific rules: Na                                |SIMPSOH   |1160405
D|T3B|P|N|18|Special Features: Na                              |SIMPSOH   |1160405
D|T3B|P|R|18|Special Features: Na                              |SIMPSOH   |1160405
D|T3B|M| |18|Special Features: Na                              |SIMPSOH   |1160405
D|T3W|P|N|1|Client/Scheme Type: Whirlpool Ireland             |SIMPSOH   |1160418
D|T3W|P|R|1|Client/Scheme Type: Whirlpool Ireland             |SIMPSOH   |1160418
D|T3W|M| |1|Client/Scheme Type: Whirlpool Ireland             |SIMPSOH   |1160418
D|T3W|P|N|2|Plan Type: Service                                |SIMPSOH   |1160418
D|T3W|P|R|2|Plan Type: Service                                |SIMPSOH   |1160418
D|T3W|M| |2|Plan Type: Service                                |SIMPSOH   |1160418
D|T3W|P|N|3|Protection: Breakdown, accidental damage, NFOFL   |SIMPSOH   |1160418
D|T3W|P|R|3|Protection: Breakdown, accidental damage, NFOFL   |SIMPSOH   |1160418
D|T3W|M| |3|Protection: Breakdown, accidental damage, NFOFL   |SIMPSOH   |1160418
D|T3W|P|N|4|Exclusions: Malicious damage, indirect costs,     |SIMPSOH   |1160418
D|T3W|P|R|4|Exclusions: Malicious damage, indirect costs,     |SIMPSOH   |1160418
D|T3W|M| |4|Exclusions: Malicious damage, indirect costs,     |SIMPSOH   |1160418
D|T3W|P|N|5|cosmetic damage                                   |SIMPSOH   |1160418
D|T3W|P|R|5|cosmetic damage                                   |SIMPSOH   |1160418
D|T3W|M| |5|cosmetic damage                                   |SIMPSOH   |1160418
D|T3W|P|N|6|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160418
D|T3W|P|R|6|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160418
D|T3W|M| |6|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160418
D|T3W|P|N|7|Replacement: Standard- NFOFL whereby customer pays|SIMPSOH   |1160418
D|T3W|P|R|7|Replacement: Standard- NFOFL whereby customer pays|SIMPSOH   |1160418
D|T3W|M| |7|Replacement: Standard- NFOFL whereby customer pays|SIMPSOH   |1160418
D|T3W|P|N|8|outstanding amount on the plan                    |SIMPSOH   |1160418
D|T3W|P|R|8|outstanding amount on the plan                    |SIMPSOH   |1160418
D|T3W|M| |8|outstanding amount on the plan                    |SIMPSOH   |1160418
D|T3W|P|N|9|Cancellation Terms: Standard                      |SIMPSOH   |1160418
D|T3W|P|R|9|Cancellation Terms: Standard                      |SIMPSOH   |1160418
D|T3W|M| |9|Cancellation Terms: Standard                      |SIMPSOH   |1160418
D|T3W|P|N|10|Payment: D2/DQ-20MONTHS PAYMENT RENEWS 12 MONTHLY |SIMPSOH   |1160418
D|T3W|P|R|10|Payment: D2/DQ-20MONTHS PAYMENT RENEWS 12 MONTHLY |SIMPSOH   |1160418
D|T3W|M| |10|Payment: D2/DQ-20MONTHS PAYMENT RENEWS 12 MONTHLY |SIMPSOH   |1160418
D|T3W|P|N|11|(Best Practice-In G'tee)                          |SIMPSOH   |1160418
D|T3W|P|R|11|(Best Practice-In G'tee)                          |SIMPSOH   |1160418
D|T3W|M| |11|(Best Practice-In G'tee)                          |SIMPSOH   |1160418
D|T3W|P|N|12|Wait Period: No  Specific Rules:                  |SIMPSOH   |1160418
D|T3W|P|R|12|Wait Period: No  Specific Rules:                  |SIMPSOH   |1160418
D|T3W|M| |12|Wait Period: No  Specific Rules:                  |SIMPSOH   |1160418
D|T3W|P|N|13|This is a Whirlpool 2+10 web reg ROI scheme       |SIMPSOH   |1160418
D|T3W|P|R|13|This is a Whirlpool 2+10 web reg ROI scheme       |SIMPSOH   |1160418
D|T3W|M| |13|This is a Whirlpool 2+10 web reg ROI scheme       |SIMPSOH   |1160418
D|T3W|P|N|14|This will be used to allow ROI customers to       |SIMPSOH   |1160418
D|T3W|P|R|14|This will be used to allow ROI customers to       |SIMPSOH   |1160418
D|T3W|M| |14|This will be used to allow ROI customers to       |SIMPSOH   |1160418
D|T3W|P|N|15|register their 2 year guarantee and be upsold a   |SIMPSOH   |1160418
D|T3W|P|R|15|register their 2 year guarantee and be upsold a   |SIMPSOH   |1160418
D|T3W|M| |15|register their 2 year guarantee and be upsold a   |SIMPSOH   |1160418
D|T3W|P|N|16|protection plan to enhance their manufactures     |SIMPSOH   |1160418
D|T3W|P|R|16|protection plan to enhance their manufactures     |SIMPSOH   |1160418
D|T3W|M| |16|protection plan to enhance their manufactures     |SIMPSOH   |1160418
D|T3W|P|N|17|guarantee                                         |SIMPSOH   |1160418
D|T3W|P|R|17|guarantee                                         |SIMPSOH   |1160418
D|T3W|M| |17|guarantee                                         |SIMPSOH   |1160418
D|T3W|P|N|18|The plan will include Breakdown, parts, labour and|SIMPSOH   |1160418
D|T3W|P|R|18|The plan will include Breakdown, parts, labour and|SIMPSOH   |1160418
D|T3W|M| |18|The plan will include Breakdown, parts, labour and|SIMPSOH   |1160418
D|T3W|P|N|19|accidental damage.                                |SIMPSOH   |1160418
D|T3W|P|R|19|accidental damage.                                |SIMPSOH   |1160418
D|T3W|M| |19|accidental damage.                                |SIMPSOH   |1160418
D|T3W|P|N|20|There will be no £10 DD discount on the plan      |SIMPSOH   |1160418
D|T3W|P|R|20|There will be no £10 DD discount on the plan      |SIMPSOH   |1160418
D|T3W|M| |20|There will be no £10 DD discount on the plan      |SIMPSOH   |1160418
D|T3W|P|N|21|At replacement the customer will receive NFOFL,   |SIMPSOH   |1160418
D|T3W|P|R|21|At replacement the customer will receive NFOFL,   |SIMPSOH   |1160418
D|T3W|M| |21|At replacement the customer will receive NFOFL,   |SIMPSOH   |1160418
D|T3W|P|N|22|all outstanding DD's will need to be paid         |SIMPSOH   |1160418
D|T3W|P|R|22|all outstanding DD's will need to be paid         |SIMPSOH   |1160418
D|T3W|M| |22|all outstanding DD's will need to be paid         |SIMPSOH   |1160418
D|T3W|P|N|23|The payment type on this scheme will be D2/DQ-20  |SIMPSOH   |1160418
D|T3W|P|R|23|The payment type on this scheme will be D2/DQ-20  |SIMPSOH   |1160418
D|T3W|M| |23|The payment type on this scheme will be D2/DQ-20  |SIMPSOH   |1160418
D|T3W|P|N|24|MONTHS PAYMENT RENEWS 12 MONTHLY (Best Practice - |SIMPSOH   |1160418
D|T3W|P|R|24|MONTHS PAYMENT RENEWS 12 MONTHLY (Best Practice - |SIMPSOH   |1160418
D|T3W|M| |24|MONTHS PAYMENT RENEWS 12 MONTHLY (Best Practice - |SIMPSOH   |1160418
D|T3W|P|N|25|In Gtee).                                         |SIMPSOH   |1160418
D|T3W|P|R|25|In Gtee).                                         |SIMPSOH   |1160418
D|T3W|M| |25|In Gtee).                                         |SIMPSOH   |1160418
D|T3W|P|N|26|Special Features: None                            |SIMPSOH   |1160418
D|T4R|P|N|1|Client/Scheme Type: Electrolux Group  Floorcare 2 |SIMPSOH   |1160504
D|T4R|P|R|1|Client/Scheme Type: Electrolux Group  Floorcare 2 |SIMPSOH   |1160504
D|T4R|M| |1|Client/Scheme Type: Electrolux Group  Floorcare 2 |SIMPSOH   |1160504
D|T4R|P|N|2|Year Registration Scheme ROI                      |SIMPSOH   |1160504
D|T4R|P|R|2|Year Registration Scheme ROI                      |SIMPSOH   |1160504
D|T4R|M| |2|Year Registration Scheme ROI                      |SIMPSOH   |1160504
D|T4R|P|N|3|Plan Type: Service                                |SIMPSOH   |1160504
D|T4R|P|R|3|Plan Type: Service                                |SIMPSOH   |1160504
D|T4R|M| |3|Plan Type: Service                                |SIMPSOH   |1160504
D|T4R|P|N|4|Protection: Breakdown, Parts, Labour, Damage      |SIMPSOH   |1160504
D|T4R|P|R|4|Protection: Breakdown, Parts, Labour, Damage      |SIMPSOH   |1160504
D|T4R|M| |4|Protection: Breakdown, Parts, Labour, Damage      |SIMPSOH   |1160504
D|T4R|P|N|5|caused by Accident                                |SIMPSOH   |1160504
D|T4R|P|R|5|caused by Accident                                |SIMPSOH   |1160504
D|T4R|M| |5|caused by Accident                                |SIMPSOH   |1160504
D|T4R|P|N|6|Exclusions: Malicious Damage, Cosmetic Damage,    |SIMPSOH   |1160504
D|T4R|P|R|6|Exclusions: Malicious Damage, Cosmetic Damage,    |SIMPSOH   |1160504
D|T4R|M| |6|Exclusions: Malicious Damage, Cosmetic Damage,    |SIMPSOH   |1160504
D|T4R|P|N|7|Indirect costs                                    |SIMPSOH   |1160504
D|T4R|P|R|7|Indirect costs                                    |SIMPSOH   |1160504
D|T4R|M| |7|Indirect costs                                    |SIMPSOH   |1160504
D|T4R|P|N|8|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160504
D|T4R|P|R|8|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160504
D|T4R|M| |8|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160504
D|T4R|P|N|9|Replacement: Via D&G preferred route              |SIMPSOH   |1160504
D|T4R|P|R|9|Replacement: Via D&G preferred route              |SIMPSOH   |1160504
D|T4R|M| |9|Replacement: Via D&G preferred route              |SIMPSOH   |1160504
D|T4R|P|N|10|Cancellation Terms: Standard                      |SIMPSOH   |1160504
D|T4R|P|R|10|Cancellation Terms: Standard                      |SIMPSOH   |1160504
D|T4R|M| |10|Cancellation Terms: Standard                      |SIMPSOH   |1160504
D|T4R|P|N|11|Payment: None                                     |SIMPSOH   |1160504
D|T4R|P|R|11|Payment: None                                     |SIMPSOH   |1160504
D|T4R|M| |11|Payment: None                                     |SIMPSOH   |1160504
D|T4R|P|N|12|Wait Period: No wait period                       |SIMPSOH   |1160504
D|T4R|P|R|12|Wait Period: No wait period                       |SIMPSOH   |1160504
D|T4R|M| |12|Wait Period: No wait period                       |SIMPSOH   |1160504
D|T4R|P|N|13|Specific Rules:                                   |SIMPSOH   |1160504
D|T4R|P|R|13|Specific Rules:                                   |SIMPSOH   |1160504
D|T4R|M| |13|Specific Rules:                                   |SIMPSOH   |1160504
D|T4R|P|N|14|Electrolux Group  Floorcare 2 Year Registration   |SIMPSOH   |1160504
D|T4R|P|R|14|Electrolux Group  Floorcare 2 Year Registration   |SIMPSOH   |1160504
D|T4R|M| |14|Electrolux Group  Floorcare 2 Year Registration   |SIMPSOH   |1160504
D|T4R|P|N|15|Scheme ROI                                        |SIMPSOH   |1160504
D|T4R|P|R|15|Scheme ROI                                        |SIMPSOH   |1160504
D|T4R|M| |15|Scheme ROI                                        |SIMPSOH   |1160504
D|T4R|P|N|16|In guarantee registration scheme                  |SIMPSOH   |1160504
D|T4R|P|R|16|In guarantee registration scheme                  |SIMPSOH   |1160504
D|T4R|M| |16|In guarantee registration scheme                  |SIMPSOH   |1160504
D|T4R|P|N|17|White goods                                       |SIMPSOH   |1160504
D|T4R|P|R|17|White goods                                       |SIMPSOH   |1160504
D|T4R|M| |17|White goods                                       |SIMPSOH   |1160504
D|T4R|P|N|18|NFOFL                                             |SIMPSOH   |1160504
D|T4R|P|R|18|NFOFL                                             |SIMPSOH   |1160504
D|T4R|M| |18|NFOFL                                             |SIMPSOH   |1160504
D|T4R|P|N|19|Excludes malicious damage, cosmetic damage,       |SIMPSOH   |1160504
D|T4R|P|R|19|Excludes malicious damage, cosmetic damage,       |SIMPSOH   |1160504
D|T4R|M| |19|Excludes malicious damage, cosmetic damage,       |SIMPSOH   |1160504
D|T4R|P|N|20|indirect costs                                    |SIMPSOH   |1160504
D|T4R|P|R|20|indirect costs                                    |SIMPSOH   |1160504
D|T4R|M| |20|indirect costs                                    |SIMPSOH   |1160504
D|T4R|P|N|21|No DD payments                                    |SIMPSOH   |1160504
D|T4R|P|R|21|No DD payments                                    |SIMPSOH   |1160504
D|T4R|M| |21|No DD payments                                    |SIMPSOH   |1160504
D|T4T|P|N|1|Client/Scheme Type: Electrolux Postal Registration|SIMPSOH   |1160511
D|T4T|P|R|1|Client/Scheme Type: Electrolux Postal Registration|SIMPSOH   |1160511
D|T4T|M| |1|Client/Scheme Type: Electrolux Postal Registration|SIMPSOH   |1160511
D|T4T|P|N|2|(5 yr man guarantee) - ROI                        |SIMPSOH   |1160511
D|T4T|P|R|2|(5 yr man guarantee) - ROI                        |SIMPSOH   |1160511
D|T4T|M| |2|(5 yr man guarantee) - ROI                        |SIMPSOH   |1160511
D|T4T|P|N|3|Plan Type: Insurance                              |SIMPSOH   |1160511
D|T4T|P|R|3|Plan Type: Insurance                              |SIMPSOH   |1160511
D|T4T|M| |3|Plan Type: Insurance                              |SIMPSOH   |1160511
D|T4T|P|N|4|Protection: Parts, Labour, Breakdown, NFOFL       |SIMPSOH   |1160511
D|T4T|P|R|4|Protection: Parts, Labour, Breakdown, NFOFL       |SIMPSOH   |1160511
D|T4T|M| |4|Protection: Parts, Labour, Breakdown, NFOFL       |SIMPSOH   |1160511
D|T4T|P|N|5|Exclusions: Malicious Damage, Indirect Costs,     |SIMPSOH   |1160511
D|T4T|P|R|5|Exclusions: Malicious Damage, Indirect Costs,     |SIMPSOH   |1160511
D|T4T|M| |5|Exclusions: Malicious Damage, Indirect Costs,     |SIMPSOH   |1160511
D|T4T|P|N|6|Cosmetic Damage                                   |SIMPSOH   |1160511
D|T4T|P|R|6|Cosmetic Damage                                   |SIMPSOH   |1160511
D|T4T|M| |6|Cosmetic Damage                                   |SIMPSOH   |1160511
D|T4T|P|N|7|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160511
D|T4T|P|R|7|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160511
D|T4T|M| |7|Repair/Claims Limits: NFOFL                       |SIMPSOH   |1160511
D|T4T|P|N|8|Replacement: NFOFL                                |SIMPSOH   |1160511
D|T4T|P|R|8|Replacement: NFOFL                                |SIMPSOH   |1160511
D|T4T|M| |8|Replacement: NFOFL                                |SIMPSOH   |1160511
D|T4T|P|N|9|Cancellation Terms: Standard                      |SIMPSOH   |1160511
D|T4T|P|R|9|Cancellation Terms: Standard                      |SIMPSOH   |1160511
D|T4T|M| |9|Cancellation Terms: Standard                      |SIMPSOH   |1160511
D|T4T|P|N|10|Payment: FREE TO CUSTOMER                         |SIMPSOH   |1160511
D|T4T|P|R|10|Payment: FREE TO CUSTOMER                         |SIMPSOH   |1160511
D|T4T|M| |10|Payment: FREE TO CUSTOMER                         |SIMPSOH   |1160511
D|T4T|P|N|11|Wait Period: None                                 |SIMPSOH   |1160511
D|T4T|P|R|11|Wait Period: None                                 |SIMPSOH   |1160511
D|T4T|M| |11|Wait Period: None                                 |SIMPSOH   |1160511
D|T4T|P|N|12|Specific Rules: N/A                               |SIMPSOH   |1160511
D|T4T|P|R|12|Specific Rules: N/A                               |SIMPSOH   |1160511
D|T4T|M| |12|Specific Rules: N/A                               |SIMPSOH   |1160511
D|T4T|P|N|13|Special Features: N/A                             |SIMPSOH   |1160511
D|T4T|P|R|13|Special Features: N/A                             |SIMPSOH   |1160511
D|T4T|M| |13|Special Features: N/A                             |SIMPSOH   |1160511
D|T7C|P|N|1|Client/Scheme Type: H.Samuel ROI- Premier Care    |SIMPSOH   |1160614
D|T7C|P|R|1|Client/Scheme Type: H.Samuel ROI- Premier Care    |SIMPSOH   |1160614
D|T7C|M| |1|Client/Scheme Type: H.Samuel ROI- Premier Care    |SIMPSOH   |1160614
D|T7C|P|N|2|Plus MPM                                          |SIMPSOH   |1160614
D|T7C|P|R|2|Plus MPM                                          |SIMPSOH   |1160614
D|T7C|M| |2|Plus MPM                                          |SIMPSOH   |1160614
D|T7C|P|N|3|Plan Type: POS MPM                                |SIMPSOH   |1160614
D|T7C|P|R|3|Plan Type: POS MPM                                |SIMPSOH   |1160614
D|T7C|M| |3|Plan Type: POS MPM                                |SIMPSOH   |1160614
D|T7C|P|N|4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160614
D|T7C|P|R|4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160614
D|T7C|M| |4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160614
D|T7C|P|N|5|Damage, watch breakdown                           |SIMPSOH   |1160614
D|T7C|P|R|5|Damage, watch breakdown                           |SIMPSOH   |1160614
D|T7C|M| |5|Damage, watch breakdown                           |SIMPSOH   |1160614
D|T7C|P|N|6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160614
D|T7C|P|R|6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160614
D|T7C|M| |6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160614
D|T7C|P|N|7|to police), loss (where security was not          |SIMPSOH   |1160614
D|T7C|P|R|7|to police), loss (where security was not          |SIMPSOH   |1160614
D|T7C|M| |7|to police), loss (where security was not          |SIMPSOH   |1160614
D|T7C|P|N|8|sufficient)                                       |SIMPSOH   |1160614
D|T7C|P|R|8|sufficient)                                       |SIMPSOH   |1160614
D|T7C|M| |8|sufficient)                                       |SIMPSOH   |1160614
D|T7C|P|N|9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160614
D|T7C|P|R|9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160614
D|T7C|M| |9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160614
D|T7C|P|N|10|Replacement: Up to value of item                  |SIMPSOH   |1160614
D|T7C|P|R|10|Replacement: Up to value of item                  |SIMPSOH   |1160614
D|T7C|M| |10|Replacement: Up to value of item                  |SIMPSOH   |1160614
D|T7C|P|N|11|Cancellation Terms: To cancel call D&G            |SIMPSOH   |1160614
D|T7C|P|R|11|Cancellation Terms: To cancel call D&G            |SIMPSOH   |1160614
D|T7C|M| |11|Cancellation Terms: To cancel call D&G            |SIMPSOH   |1160614
D|T7C|P|N|12|Cancellation line, if a customer claims for theft |SIMPSOH   |1160614
D|T7C|P|R|12|Cancellation line, if a customer claims for theft |SIMPSOH   |1160614
D|T7C|M| |12|Cancellation line, if a customer claims for theft |SIMPSOH   |1160614
D|T7C|P|N|13|Signet will process this as a claim and the policy|SIMPSOH   |1160614
D|T7C|P|R|13|Signet will process this as a claim and the policy|SIMPSOH   |1160614
D|T7C|M| |13|Signet will process this as a claim and the policy|SIMPSOH   |1160614
D|T7C|P|N|14|will cancelled in store.                          |SIMPSOH   |1160614
D|T7C|P|R|14|will cancelled in store.                          |SIMPSOH   |1160614
D|T7C|M| |14|will cancelled in store.                          |SIMPSOH   |1160614
D|T7C|P|N|15|Payment: DD                                       |SIMPSOH   |1160614
D|T7C|P|R|15|Payment: DD                                       |SIMPSOH   |1160614
D|T7C|M| |15|Payment: DD                                       |SIMPSOH   |1160614
D|T7C|P|N|16|Wait Period: Na                                   |SIMPSOH   |1160614
D|T7C|P|R|16|Wait Period: Na                                   |SIMPSOH   |1160614
D|T7C|M| |16|Wait Period: Na                                   |SIMPSOH   |1160614
D|T7C|P|N|17|Specific rules: Na                                |SIMPSOH   |1160614
D|T7C|P|R|17|Specific rules: Na                                |SIMPSOH   |1160614
D|T7C|M| |17|Specific rules: Na                                |SIMPSOH   |1160614
D|T7C|P|N|18|Special Features:                                 |SIMPSOH   |1160614
D|T7C|P|R|18|Special Features:                                 |SIMPSOH   |1160614
D|T7C|M| |18|Special Features:                                 |SIMPSOH   |1160614
D|T7C|P|N|19|Special Features: Free Rhodium Plating (where     |SIMPSOH   |1160614
D|T7C|P|R|19|Special Features: Free Rhodium Plating (where     |SIMPSOH   |1160614
D|T7C|M| |19|Special Features: Free Rhodium Plating (where     |SIMPSOH   |1160614
D|T7C|P|N|20|applicable)                                       |SIMPSOH   |1160614
D|T7C|P|R|20|applicable)                                       |SIMPSOH   |1160614
D|T7C|M| |20|applicable)                                       |SIMPSOH   |1160614
D|T7C|P|N|21|Free Bounce-back Voucher (In plan doc and yearly  |SIMPSOH   |1160614
D|T7C|P|R|21|Free Bounce-back Voucher (In plan doc and yearly  |SIMPSOH   |1160614
D|T7C|M| |21|Free Bounce-back Voucher (In plan doc and yearly  |SIMPSOH   |1160614
D|T7C|P|N|22|statement)                                        |SIMPSOH   |1160614
D|T7C|P|R|22|statement)                                        |SIMPSOH   |1160614
D|T7C|M| |22|statement)                                        |SIMPSOH   |1160614
D|T7C|P|N|23|Free Ring Sizing (where applicable)               |SIMPSOH   |1160614
D|T7C|P|R|23|Free Ring Sizing (where applicable)               |SIMPSOH   |1160614
D|T7C|M| |23|Free Ring Sizing (where applicable)               |SIMPSOH   |1160614
D|T7D|P|N|1|Client/Scheme Type: Ernest Jones ROI- Platinum    |SIMPSOH   |1160614
D|T7D|P|R|1|Client/Scheme Type: Ernest Jones ROI- Platinum    |SIMPSOH   |1160614
D|T7D|M| |1|Client/Scheme Type: Ernest Jones ROI- Platinum    |SIMPSOH   |1160614
D|T7D|P|N|2|Care Plus MPM                                     |SIMPSOH   |1160614
D|T7D|P|R|2|Care Plus MPM                                     |SIMPSOH   |1160614
D|T7D|M| |2|Care Plus MPM                                     |SIMPSOH   |1160614
D|T7D|P|N|3|Plan Type: POS MPM                                |SIMPSOH   |1160614
D|T7D|P|R|3|Plan Type: POS MPM                                |SIMPSOH   |1160614
D|T7D|M| |3|Plan Type: POS MPM                                |SIMPSOH   |1160614
D|T7D|P|N|4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160614
D|T7D|P|R|4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160614
D|T7D|M| |4|Protection: Theft or robbery cover, Accidental    |SIMPSOH   |1160614
D|T7D|P|N|5|Damage, watch breakdown                           |SIMPSOH   |1160614
D|T7D|P|R|5|Damage, watch breakdown                           |SIMPSOH   |1160614
D|T7D|M| |5|Damage, watch breakdown                           |SIMPSOH   |1160614
D|T7D|P|N|6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160614
D|T7D|P|R|6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160614
D|T7D|M| |6|Exclusions: Wear and tear, theft (whe unreported  |SIMPSOH   |1160614
D|T7D|P|N|7|to police), loss (where security was not          |SIMPSOH   |1160614
D|T7D|P|R|7|to police), loss (where security was not          |SIMPSOH   |1160614
D|T7D|M| |7|to police), loss (where security was not          |SIMPSOH   |1160614
D|T7D|P|N|8|sufficient)                                       |SIMPSOH   |1160614
D|T7D|P|R|8|sufficient)                                       |SIMPSOH   |1160614
D|T7D|M| |8|sufficient)                                       |SIMPSOH   |1160614
D|T7D|P|N|9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160614
D|T7D|P|R|9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160614
D|T7D|M| |9|Repair/Claims Limits: Up to value of item         |SIMPSOH   |1160614
D|T7D|P|N|10|Replacement: Up to value of item                  |SIMPSOH   |1160614
D|T7D|P|R|10|Replacement: Up to value of item                  |SIMPSOH   |1160614
D|T7D|M| |10|Replacement: Up to value of item                  |SIMPSOH   |1160614
D|T7D|P|N|11|Cancellation Terms: To cancel call D&G            |SIMPSOH   |1160614
D|T7D|P|R|11|Cancellation Terms: To cancel call D&G            |SIMPSOH   |1160614
